iata,name,city,state,country,latitude,longitude,death
D22,Angola,Angola,NY,USA,42.66010111,-78.99115556,448.0
D25,Manitowish Waters,Manitowish Waters,WI,USA,0.0,0.0,0.0
D38,Canandaiga,Canandaiga,NY,USA,0.0,0.0,0.0
D42,Springfield Municipal,Springfield,MN,USA,44.23107,-94.99893444,40.0
D50,Crosby Municipal,Crosby,ND,USA,0.0,0.0,0.0
D55,Robertson,Langdon,ND,USA,0.0,0.0,0.0
D57,Glen Ullin Municipal,Glen Ullin,ND,USA,46.81278306,-101.8601556,279.0
D60,Tioga Municipal,Tioga,ND,USA,0.0,0.0,180.0
D73,Monroe-Walton County,Monroe,GA,USA,33.78149889,-83.69355389,54.0
D77,Lancaster,Lancaster,NY,USA,0.0,0.0,326.0
D87,Harbor Springs,Harbor Springs,MI,USA,45.42556528,-84.91338389,310.0
D95,Dupont-Lapeer,Lapeer,MI,USA,43.06703333,-83.27244444,47.0
D98,Romeo,Romeo,MI,USA,42.79699083,-82.97526583,486.0
DAB,Daytona Beach International,Daytona Beach,FL,USA,0.0,0.0,0.0
DAG,Barstow-Daggett,Daggett,CA,USA,34.85371333,-116.7866875,245.0
DAL,Dallas Love,Dallas,TX,USA,0.0,0.0,185.0
DAN,Danville Regional,Danville,VA,USA,0.0,0.0,137.0
DAW,Skyhaven,Rochester,NH,USA,43.28406194,-70.92925472,184.0
DAY,James M Cox Dayton Intl,Dayton,OH,USA,0.0,0.0,0.0
DBN,"W. H. ""Bud"" Barron",Dublin,GA,USA,0.0,0.0,391.0
DBQ,Dubuque Municipal,Dubuque,IA,USA,0.0,0.0,0.0
DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222,264.0
DCK,Dahl Creek,Dahl Creek,AK,USA,66.94333806,-156.9046739,385.0
DCU,Pryor  Regional,Decatur,AL,USA,0.0,0.0,140.0
DCY,Daviess County,Washington,IN,USA,0.0,0.0,0.0
DDC,Dodge City Regional,Dodge City,KS,USA,37.76312194,-99.96542389,0.0
DDH,William H. Morse State,Bennington,VT,USA,42.8913325,-73.2464075,231.0
DEC,Decatur,Decatur,IL,USA,0.0,0.0,0.0
DED,Deland Municipal-Taylor,Deland,FL,USA,0.0,0.0,440.0
DEE,Deering,Deering,AK,USA,66.06820583,-162.7666028,134.0
DEH,Decorah Municipal,Decorah,IA,USA,43.27550139,-91.73937389,430.0
DEN,Denver Intl,Denver,CO,USA,0.0,0.0,0.0
DEQ,J Lynn Helms Sevier County,De Queen,AR,USA,0.0,0.0,0.0
DET,Detroit City,Detroit,MI,USA,0.0,0.0,0.0
DEW,Deer Park,Deer Park,WA,USA,47.96663889,-117.4266667,35.0
DFI,Defiance Memorial,Defiance,OH,USA,0.0,0.0,38.0
DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,0.0,0.0,0.0
DGW,Converse County,Douglas,WY,USA,0.0,0.0,165.0
DHN,Dothan,Dothan,AL,USA,0.0,0.0,0.0
DHT,Dalhart Municipal,Dalhart,TX,USA,36.022585,-102.5472775,427.0
DIK,Dickinson Municipal,Dickinson,ND,USA,46.79738889,-102.8019528,0.0
DKB,Dekalb-Taylor Municipal,Dekalb,IL,USA,0.0,0.0,0.0
DKK,Dunkirk Municipal,Dunkirk,NY,USA,0.0,0.0,0.0
DKX,Knoxville Downtown Island,Knoxville,TN,USA,35.96383361,-83.87365389,0.0
DLG,Dillingham,Dillingham,AK,USA,59.0454125,-158.5033389,302.0
DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861,273.0
DLL,Baraboo - Wisconsin Dells,Baraboo,WI,USA,0.0,0.0,0.0
DLN,Dillon,Dillon,MT,USA,45.25536056,-112.5525067,225.0
DLO,Delano Municipal,Delano,CA,USA,35.74558056,-119.2365039,434.0
DLS,Columbia Gorge Regional,The Dalles,OR,USA,45.61854556,-121.1673439,275.0
DLZ,Delaware Municipal,Delaware,OH,USA,40.27970139,-83.11480167,244.0
DM2,Diomede Heliport,Diomede,AK,USA,65.75861111,-168.9530556,17.0
DMN,Deming Municipal,Deming,NM,USA,0.0,0.0,414.0
DMO,Sedalia Memorial,Sedalia,MO,USA,0.0,0.0,0.0
DMW,Carroll County,Westminster,MD,USA,0.0,0.0,0.0
DNL,Daniel,Augusta,GA,USA,0.0,0.0,0.0
DNN,Dalton Municipal,Dalton,GA,USA,0.0,0.0,0.0
DNS,Denison Municipal,Denison,IA,USA,0.0,0.0,0.0
DNV,Vermilion County,Danville,IL,USA,0.0,0.0,397.0
DOV,Dover Air Force Base,Dover,DE,USA,0.0,0.0,278.0
DPA,Du Page,Chicago/West Chicago,IL,USA,0.0,0.0,39.0
DPL,P B Raiford,Kenansville,NC,USA,0.0,0.0,351.0
DQH,Douglas Municipal,Douglas,GA,USA,0.0,0.0,0.0
DRI,Beauregard Parish,De Ridder,LA,USA,0.0,0.0,0.0
DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692,0.0
DRT,Del Rio International,Del Rio,TX,USA,0.0,0.0,0.0
DSM,Des Moines International,Des Moines,IA,USA,0.0,0.0,0.0
DSV,Dansville Muni,Dansville,NY,USA,42.57089972,-77.71305083,471.0
DTA,Delta Municipal,Delta,UT,USA,39.38328861,-112.5096683,0.0
DTL,Detroit Lakes -Wething,Detroit Lakes,MN,USA,0.0,0.0,63.0
DTN,Shreveport Downtown,Shreveport,LA,USA,0.0,0.0,71.0
DTO,Denton Municipal,Denton,TX,USA,0.0,0.0,346.0
DTS,Destin-Ft. Walton Beach,Destin,FL,USA,0.0,0.0,0.0
DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,0.0,0.0,350.0
DUA,Eaker,Durant,OK,USA,0.0,0.0,0.0
DUC,Halliburton,Duncan,OK,USA,0.0,0.0,393.0
DUG,Bisbee Douglas International,Douglas Bisbee,AZ,USA,31.46902778,-109.6036667,0.0
DUJ,Du Bois-Jefferson Cty,Du Bois,PA,USA,0.0,0.0,0.0
DUT,Unalaska,Unalaska,AK,USA,53.90013889,-166.5435,19.0
DUX,Moore County,Dumas,TX,USA,0.0,0.0,0.0
DUY,Kongiganak,Kongiganak,AK,USA,59.95950583,-162.8817231,14.0
DVK,Stuart Powell,Danville,KY,USA,0.0,0.0,361.0
DVL,Devils Lake Municipal-Knoke,Devils Lake,ND,USA,0.0,0.0,0.0
DVN,Davenport Municipal,Davenport,IA,USA,0.0,0.0,175.0
DVO,Gnoss,Novato,CA,USA,38.14351944,-122.5572167,353.0
DVT,Phoenix-Deer Valley,Phoenix,AZ,USA,0.0,0.0,0.0
DWH,David Wayne Hooks Memorial,Houston,TX,USA,30.06186111,-95.55277778,278.0
DWU,Ashland-Boyd County,Ashland,KY,USA,0.0,0.0,0.0
DXE,Dexter Municipal,Dexter,MO,USA,0.0,0.0,0.0
DXR,Danbury Municipal,Danbury,CT,USA,41.37153528,-73.48219056,70.0
DXX,Madison-Lac Qui Parle County,Madison,MN,USA,0.0,0.0,0.0
DYB,Summerville,Summerville,SC,USA,33.06344444,-80.27933333,230.0
DYL,Doylestown,Doylestown,PA,USA,0.0,0.0,467.0
DYR,Dyersburg Municipal,Dyersburg,TN,USA,35.99850694,-89.40608333,0.0
DYT,Sky Harbor,Duluth,MN,USA,0.0,0.0,336.0
E01,Monahans-Roy Hurd Memorial,Monahans,TX,USA,31.58246583,-102.9090428,0.0
E04,Eunice,Eunice,NM,USA,32.45679139,-103.2404708,95.0
E05,Hatch Muni,Hatch,NM,USA,0.0,0.0,0.0
E06,Lea County-Zip Franklin Memorial,Lovington,NM,USA,0.0,0.0,0.0
E07,Lea County/Tatum,Tatum,NM,USA,33.26122278,-103.2768939,231.0
E11,Andrews County,Andrews,TX,USA,0.0,0.0,0.0
E15,Graham Municipal,Graham,TX,USA,0.0,0.0,205.0
E19,Gruver Municipal,Gruver,TX,USA,36.23372611,-101.4321894,0.0
E24,Whiteriver,Whiteriver,AZ,USA,0.0,0.0,0.0
E25,Wickenburg Municipal,Wickenburg,AZ,USA,0.0,0.0,0.0
E26,Lea County,Jal,NM,USA,32.13107833,-103.1548506,395.0
E35,Fabens,Fabens,TX,USA,0.0,0.0,55.0
E38,Alpine-Casparis Municipal,Alpine,TX,USA,0.0,0.0,0.0
E42,Spearman Municipal,Spearman,TX,USA,0.0,0.0,261.0
E51,Bagdad,Bagdad,AZ,USA,0.0,0.0,0.0
E52,Oldham County,Vega,TX,USA,0.0,0.0,12.0
E60,Eloy Municipal,Eloy,AZ,USA,32.80700583,-111.58679,0.0
E63,Gila Bend Municipal,Gila Bend,AZ,USA,0.0,0.0,220.0
E80,Alexander Municipal,Belen,NM,USA,0.0,0.0,0.0
E89,Conchas State Park,Conchas Dam,NM,USA,0.0,0.0,276.0
E91,Chinle Municipal,Chinle,AZ,USA,0.0,0.0,0.0
E94,Glenwood-Catron County,Glenwood,NM,USA,0.0,0.0,438.0
E95,Benson Municipal,Benson,AZ,USA,0.0,0.0,447.0
EAA,Eagle,Eagle,AK,USA,64.77639306,-141.1509206,107.0
EAN,Phifer Airfield,Wheatland,WY,USA,0.0,0.0,0.0
EAR,Kearney Municipal,Kearney,NE,USA,0.0,0.0,326.0
EAT,Pangborn Memorial,Wenatchee,WA,USA,47.39886111,-120.2068333,388.0
EAU,Chippewa Valley Regional,Eau Claire,WI,USA,0.0,0.0,0.0
EBS,Webster City Municipal,Webster City,IA,USA,0.0,0.0,0.0
ECG,Elizabeth City CG Air Station/Municipal,Elizabeth City,NC,USA,0.0,0.0,288.0
ECS,Mondell,Newcastle,WY,USA,0.0,0.0,455.0
EDE,Edenton Municipal,Edenton,NC,USA,36.027735,-76.56709333,126.0
EDN,Enterprise Municipal,Enterprise,AL,USA,0.0,0.0,490.0
EED,Needles,Needles,CA,USA,0.0,0.0,363.0
EEK,Eek,Eek,AK,USA,60.21590417,-162.0056092,74.0
EEN,Dillant-Hopkins,Keene,NH,USA,42.89839944,-72.27078111,263.0
EEO,Meeker,Meeker,CO,USA,40.04886222,-107.8859067,0.0
EET,Shelby County,Alabaster,AL,USA,0.0,0.0,348.0
EFC,Belle Fourche Municipal,Belle Fourche,SD,USA,0.0,0.0,16.0
EFD,Ellington,Houston,TX,USA,0.0,0.0,69.0
EFK,Newport State,Newport,VT,USA,44.88879722,-72.22915833,52.0
EFT,Monroe Municipal,Monroe,WI,USA,0.0,0.0,0.0
EFW,Jefferson Municipal,Jefferson,IA,USA,0.0,0.0,0.0
EGE,Eagle County Regional,Eagle,CO,USA,0.0,0.0,0.0
EGQ,Emmetsburg Municipal,Emmetsburg,IA,USA,0.0,0.0,382.0
EGT,Wellington Municipal,Wellington,KS,USA,0.0,0.0,0.0
EGV,Eagle River Union,Eagle River,WI,USA,0.0,0.0,0.0
EHA,Elkhart-Morton County,Elkhart,KS,USA,0.0,0.0,0.0
EHO,Shelby Municipal,Shelby,NC,USA,35.25555556,-81.60099722,0.0
EHR,Henderson City-County,Henderson,KY,USA,0.0,0.0,458.0
EII,Egegik,Egegik,AK,USA,58.18837472,-157.3809872,359.0
EIW,County Memorial,New Madrid,MO,USA,0.0,0.0,42.0
EKA,Murray,Eureka,CA,USA,40.80338889,-124.1127917,262.0
EKM,Elkhart Municipal,Elkhart,IN,USA,0.0,0.0,280.0
EKN,Elkins-Randolph Co-Jennings Randolph,Elkins,WV,USA,0.0,0.0,0.0
EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964,140.0
EKQ,Wayne County,Monticello,KY,USA,0.0,0.0,0.0
EKX,Elizabethtown,Elizabethtown,KY,USA,0.0,0.0,406.0
EKY,Bessemer Municipal,Bessemer,AL,USA,0.0,0.0,0.0
ELA,Eagle Lake Municipal,Eagle Lake,TX,USA,29.60301389,-96.32248444,137.0
ELD,South Arkansas Regional At Goodwin,El Dorado,AR,USA,0.0,0.0,0.0
ELI,Elim,Elim,AK,USA,64.61400972,-162.2700681,304.0
ELK,Elk City Municipal,Elk City,OK,USA,0.0,0.0,0.0
ELM,Elmira/Corning Regional,Elmira,NY,USA,42.15991361,-76.89144333,0.0
ELN,Bowers,Ellensburg,WA,USA,47.03302778,-120.5306944,498.0
ELO,Ely Municipal,Ely,MN,USA,0.0,0.0,268.0
ELP,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056,212.0
ELV,Elfin Cove SPB,Elfin Cove,AK,USA,58.19518417,-136.3473928,250.0
ELY,Ely Arpt (Yelland),Ely,NV,USA,0.0,0.0,0.0
ELZ,Wellsville Muni Tarantine,Wellsville,NY,USA,0.0,0.0,0.0
EMM,Kemmerer Municipal,Kemmerer,WY,USA,0.0,0.0,0.0
EMP,Emporia Municipal,Emporia,KS,USA,0.0,0.0,0.0
EMT,El Monte,El Monte,CA,USA,34.08600889,-118.0348453,403.0
EMV,Emporia-Greensville Regional,Emporia,VA,USA,36.68691667,-77.48280556,198.0
ENA,Kenai Municipal,Kenai,AK,USA,60.572,-151.2475278,187.0
ENL,Centralia Municipal,Centralia,IL,USA,0.0,0.0,0.0
ENM,Emmonak,Emmonak,AK,USA,62.78518639,-164.4910461,448.0
ENN,Nenana Municipal,Nenana,AK,USA,64.54898167,-149.0735053,129.0
ENV,Wendover,Wendover,UT,USA,0.0,0.0,9.0
ENW,Kenosha Regional,Kenosha,WI,USA,42.5957075,-87.92780333,0.0
EOK,Keokuk Municipal,Keokuk,IA,USA,0.0,0.0,0.0
EOS,Neosho Memorial,Neosho,MO,USA,36.81080556,-94.39169444,23.0
EPH,Ephrata Muni,Ephrata,WA,USA,47.30758333,-119.5158889,258.0
EPM,Eastport Municipal,Eastport,ME,USA,44.91011111,-67.01269444,303.0
EQA,Captain Jack Thomas,El Dorado,KS,USA,0.0,0.0,141.0
EQY,Monroe,Monroe,NC,USA,0.0,0.0,243.0
ERI,Erie Intl,Erie,PA,USA,42.08202139,-80.17621556,0.0
ERV,Kerrville Muni/Louis Schreiner,Kerrville,TX,USA,0.0,0.0,0.0
ERY,Luce County Hale,Newberry,MI,USA,0.0,0.0,0.0
ESC,Delta County,Escanaba,MI,USA,0.0,0.0,17.0
ESF,Esler Regional,Alexandria,LA,USA,0.0,0.0,0.0
ESN,Easton /Newnam,Easton,MD,USA,0.0,0.0,204.0
EST,Estherville Municipal,Estherville,IA,USA,0.0,0.0,0.0
ETB,West Bend Municipal,West Bend,WI,USA,0.0,0.0,119.0
ETC,Edgecombe County,Tarboro,NC,USA,0.0,0.0,75.0
ETH,Wheaton Municipal,Wheaton,MN,USA,0.0,0.0,211.0
ETN,Eastland Municipal,Eastland,TX,USA,0.0,0.0,192.0
EUF,Weedon,Eufaula,AL,USA,0.0,0.0,0.0
EUG,Mahlon Sweet,Eugene,OR,USA,44.12326,-123.2186856,305.0
EUL,Caldwell Industrial,Caldwell (Boise),ID,USA,43.64186111,-116.6357778,417.0
EVB,New Smyrna Beach Municipal,New Smyrna Beach,FL,USA,0.0,0.0,0.0
EVM,Eveleth-Virginia Muni,Eveleth,MN,USA,0.0,0.0,359.0
EVU,Maryville Memorial,Maryville,MO,USA,0.0,0.0,483.0
EVV,Evansville Regional,Evansville,IN,USA,38.03799139,-87.53062667,0.0
EVW,Evanston-Uinta County Burns,Evanston,WY,USA,0.0,0.0,0.0
EVY,Summit Airpark,Middletown,DE,USA,0.0,0.0,329.0
EWB,New Bedford Municipal,New Bedford,MA,USA,41.67614167,-70.95694167,488.0
EWK,Newton-City-County,Newton,KS,USA,0.0,0.0,0.0
EWN,Craven County Regional,New Bern,NC,USA,0.0,0.0,315.0
EWR,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056,445.0
EWU,Newtok,Newtok,AK,USA,60.93865417,-164.6412147,499.0
EXI,Excursion Inlet SPB,Excursion Inlet,AK,USA,58.42049861,-135.4490328,241.0
EXX,Davidson County,Lexington,NC,USA,0.0,0.0,0.0
EYE,Eagle Creek Airpark,Indianapolis,IN,USA,0.0,0.0,282.0
EYW,Key West International,Key West,FL,USA,0.0,0.0,456.0
EZI,Kewanee Municipal,Kewanee,IL,USA,0.0,0.0,404.0
EZM,Eastman-Dodge County,Eastman,GA,USA,0.0,0.0,0.0
EZZ,Cameron Memorial,Cameron,MO,USA,0.0,0.0,0.0
F00,Jones,Bonham,TX,USA,33.61172222,-96.17938889,0.0
F01,Quanah Municipal,Quanah,TX,USA,34.27708306,-99.75926861,457.0
F05,Vernon - Wilbarger County,Vernon,TX,USA,34.22566806,-99.28375,231.0
F06,Marian Airpark,Wellington,TX,USA,34.84561083,-100.1959481,232.0
F08,Eufaula Municipal,Eufaula,OK,USA,0.0,0.0,0.0
F10,Henryetta Municipal,Henryetta,OK,USA,0.0,0.0,403.0
F12,Rusk County,Henderson,TX,USA,0.0,0.0,0.0
F17,Center Municipal,Center,TX,USA,0.0,0.0,483.0
F18,Cleburne Municipal,Cleburne,TX,USA,32.35376389,-97.43375,211.0
F21,Memphis Municipal,Memphis,TX,USA,0.0,0.0,312.0
F22,Perry Municipal,Perry,OK,USA,0.0,0.0,36.0
F24,Minden-Webster,Minden,LA,USA,0.0,0.0,300.0
F28,El Reno Municipal,El Reno,OK,USA,0.0,0.0,0.0
F29,Clarence E. Page Municipal,Oklahoma City,OK,USA,35.4880825,-97.82354556,137.0
F30,Sulphur Municipal,Sulphur,OK,USA,34.52453278,-96.98973944,443.0
F31,Lake Texoma State Park,Kingston,OK,USA,0.0,0.0,345.0
F32,Healdton Municipal,Healdton,OK,USA,0.0,0.0,0.0
F36,Cordell Municipal,Cordell,OK,USA,35.30421917,-98.96702167,0.0
F37,Wauchula Municipal,Wauchula,FL,USA,0.0,0.0,318.0
F39,Grayson County,Sherman/Denison,TX,USA,0.0,0.0,85.0
F41,Ennis Municipal,Ennis,TX,USA,32.32969444,-96.66388889,0.0
F44,Athens Jones Municipal,Athens,TX,USA,0.0,0.0,377.0
F45,North Palm Beach County General Aviation,West Palm Beach,FL,USA,0.0,0.0,387.0
F46,Rockwall Municipal,Rockwall,TX,USA,0.0,0.0,0.0
F49,Slaton Municipal,Slaton,TX,USA,0.0,0.0,170.0
F51,Winnsboro Municipal,Winnsboro,TX,USA,32.93884556,-95.27886083,0.0
F53,Franklin County,Mount Vernon,TX,USA,33.21530583,-95.2374925,0.0
F55,Granbury Municipal,Granbury,TX,USA,0.0,0.0,390.0
F56,Arledge,Stamford,TX,USA,0.0,0.0,0.0
F70,French Valley,Murieta/Temecula,CA,USA,33.57605556,-117.1279722,321.0
F80,Atoka Municipal,Atoka,OK,USA,0.0,0.0,0.0
F81,Okemah Flying,Okemah,OK,USA,0.0,0.0,0.0
F84,Stigler Municipal,Stigler,OK,USA,0.0,0.0,0.0
F85,Morton-Cochran County,Morton,TX,USA,0.0,0.0,113.0
F87,Farmerville,Farmerville,LA,USA,0.0,0.0,60.0
F88,Jonesboro,Jonesboro,LA,USA,0.0,0.0,412.0
F89,Winnsboro Municipal,Winnsboro,LA,USA,0.0,0.0,139.0
F91,Thomas P Stafford,Weatherford,OK,USA,0.0,0.0,0.0
F99,Holdenville Municipal,Holdenville,OK,USA,0.0,0.0,391.0
FAI,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,14.0
FAM,Farmington Regional,Farmington,MO,USA,0.0,0.0,300.0
FAQ,Fitiuta,Fitiuta Village,AS,USA,14.21577583,-169.4239058,41.0
FAR,Hector International,Fargo,ND,USA,0.0,0.0,0.0
FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389,30.0
FAY,Fayetteville Municipal,Fayetteville,NC,USA,0.0,0.0,0.0
FBL,Faribault Municipal,Faribault,MN,USA,44.32468556,-93.31082889,0.0
FBR,Fort Bridger,Fort Bridger,WY,USA,0.0,0.0,377.0
FBY,Fairbury Municipal,Fairbury,NE,USA,0.0,0.0,269.0
FCA,Glacier Park Intl,Kalispell,MT,USA,0.0,0.0,0.0
FCH,Fresno-Chandler Downtown,Fresno,CA,USA,36.732365,-119.8198961,107.0
FCI,Chesterfield County,Richmond,VA,USA,37.4065375,-77.52498667,0.0
FCM,Flying Cloud,Minneapolis,MN,USA,0.0,0.0,0.0
FCY,Forrest City Municipal,Forrest City,AR,USA,0.0,0.0,475.0
FDK,Frederick Municipal,Frederick,MD,USA,0.0,0.0,0.0
FDR,Frederick Municipal,Frederick,OK,USA,0.0,0.0,0.0
FDW,Fairfield County,Winnsboro,SC,USA,34.31547222,-81.10880556,0.0
FDY,Findlay,Findlay,OH,USA,0.0,0.0,131.0
FEP,Albertus,Freeport,IL,USA,0.0,0.0,411.0
FET,Fremont Municipal,Fremont,NE,USA,0.0,0.0,0.0
FFA,First Flight,Kill Devil Hills,NC,USA,0.0,0.0,60.0
FFC,Peachtree City - Falcon,Atlanta,GA,USA,0.0,0.0,68.0
FFL,Fairfield Municipal,Fairfield,IA,USA,0.0,0.0,0.0
FFM,Fergus Falls Muni-Einar Mickelson,Fergus Falls,MN,USA,0.0,0.0,347.0
FFT,Capital City,Frankfort,KY,USA,0.0,0.0,63.0
FFZ,Falcon,Mesa,AZ,USA,0.0,0.0,0.0
FGX,Fleming-Mason,Flemingsburg,KY,USA,38.54180556,-83.74338889,276.0
FHR,Friday Harbor,Friday Harbor,WA,USA,48.52197222,-123.0243611,500.0
FHU,Libby AAF-Sierra Vista Municipal,Fort Huachuca-Sierra Vista,AZ,USA,31.58847222,-110.3443889,411.0
FIG,Clearfield-Lawrence,Clearfield,PA,USA,0.0,0.0,0.0
FIT,Fitchburg Municipal,Fitchburg,MA,USA,42.55412194,-71.75895639,448.0
FKL,Chess-Lamberton,Franklin,PA,USA,0.0,0.0,0.0
FKN,Franklin Municipal-John Beverly Rose,Franklin,VA,USA,36.69817806,-76.90312694,0.0
FKR,Frankfort Municipal,Frankfort,IN,USA,0.0,0.0,0.0
FLD,Fond Du Lac County,Fond Du Lac,WI,USA,0.0,0.0,390.0
FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,0.0,0.0,0.0
FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,0.0,0.0,103.0
FLO,Florence Regional,Florence,SC,USA,0.0,0.0,0.0
FLP,Marion County Regional,Flippin,AR,USA,0.0,0.0,288.0
FLT,Flat,Flat,AK,USA,62.45264889,-157.98907,108.0
FLX,Fallon Municipal,Fallon,NV,USA,39.499545,-118.7490197,441.0
FME,Tipton,Odenton,MD,USA,0.0,0.0,0.0
FMN,Four Corners Regional,Farmington,NM,USA,0.0,0.0,104.0
FMY,Page,Ft. Myers,FL,USA,0.0,0.0,405.0
FMZ,Fairmont State,Fairmont,NE,USA,0.0,0.0,489.0
FNB,Brenner,Falls City,NE,USA,0.0,0.0,0.0
FNL,Fort Collins-Loveland,Fort Collins/Loveland,CO,USA,40.45182722,-105.0113356,0.0
FNR,Funter Bay SPB,Funter Bay,AK,USA,58.25438583,-134.8979067,113.0
FNT,Bishop,Flint,MI,USA,0.0,0.0,164.0
FOA,Flora,Flora,IL,USA,0.0,0.0,0.0
FOD,Fort Dodge Municipal,Fort Dodge,IA,USA,0.0,0.0,87.0
FOE,Forbes,Topeka,KS,USA,0.0,0.0,0.0
FOK,Francis Gabreski,Westhampton Beach,NY,USA,40.84365472,-72.63178917,340.0
FOT,Rohnerville,Fortuna,CA,USA,40.55393583,-124.1326589,476.0
FPR,St. Lucie County International,Ft. Pierce,FL,USA,0.0,0.0,84.0
FQD,Rutherford County-Marchman,Rutherfordton,NC,USA,35.42822222,-81.93507778,0.0
FRG,Republic,Farmingdale,NY,USA,40.72878111,-73.41340722,145.0
FRH,French Lick Municipal,French Lick,IN,USA,38.50622139,-86.63693528,398.0
FRM,Fairmont Municipal,Fairmont,MN,USA,0.0,0.0,305.0
FRR,Front Royal-Warren County,Front Royal,VA,USA,0.0,0.0,145.0
FSD,Joe Foss,Sioux Falls,SD,USA,0.0,0.0,0.0
FSE,Fosston Municipal,Fosston,MN,USA,0.0,0.0,158.0
FSK,Fort Scott Municipal,Fort Scott,KS,USA,37.79843056,-94.76938111,370.0
FSM,Fort Smith Regional,Fort Smith,AR,USA,0.0,0.0,316.0
FSO,Franklin County State,Highgate,VT,USA,44.94028083,-73.09746,283.0
FST,Fort Stockton - Pecos County,Fort Stockton,TX,USA,0.0,0.0,0.0
FSU,Fort Sumner Municipal,Fort Sumner,NM,USA,34.48339944,-104.2171967,2.0
FSW,Fort Madison Municipal,Fort Madison,IA,USA,0.0,0.0,338.0
FTG,Front Range,Denver,CO,USA,0.0,0.0,0.0
FTT,Elton Hensley Memorial,Fulton,MO,USA,0.0,0.0,0.0
FTW,Fort Worth Meacham International,Fort Worth,TX,USA,32.81977778,-97.36244444,0.0
FTY,Fulton County - Brown,Atlanta,GA,USA,0.0,0.0,0.0
FUL,Fullerton Municipal,Fullerton,CA,USA,33.87201417,-117.9797842,429.0
FVE,Northern Aroostook Regional,Frenchville,ME,USA,47.28550417,-68.31275,390.0
FVX,Farmville Municipal,Farmville,VA,USA,37.35752861,-78.43779806,116.0
FWA,Fort Wayne International,Fort Wayne,IN,USA,0.0,0.0,142.0
FWC,Fairfield Municipal,Fairfield,IL,USA,0.0,0.0,270.0
FWN,Sussex,Sussex,NJ,USA,41.20020667,-74.62305056,486.0
FWS,Spinks,Fort Worth,TX,USA,0.0,0.0,161.0
FXE,Fort Lauderdale Executive,Ft. Lauderdale,FL,USA,0.0,0.0,274.0
FXY,Forest City Municipal,Forest City,IA,USA,43.23473417,-93.6241025,0.0
FYE,Fayette County,Somerville,TN,USA,35.20592,-89.39441667,204.0
FYM,Fayetteville Municipal,Fayetteville,TN,USA,35.05836278,-86.56441139,319.0
FYU,Fort Yukon,Fort Yukon,AK,USA,66.57149028,-145.2504169,296.0
FYV,Fayetteville Municipal,Fayetteville,AR,USA,0.0,0.0,0.0
FZG,Fitzgerald Municipal,Fitzgerald,GA,USA,0.0,0.0,0.0
FZI,Fostoria Metropolitan,Fostoria,OH,USA,41.19083111,-83.39453639,0.0
FZY,Oswego Cty,Fulton,NY,USA,43.35077528,-76.38805361,188.0
GAB,Gabbs,Gabbs,NV,USA,38.92409111,-117.9590072,21.0
GAD,Gadsden Municipal,Gadsden,AL,USA,0.0,0.0,19.0
GAF,Grafton Municipal,Grafton,ND,USA,0.0,0.0,0.0
GAG,Gage,Gage,OK,USA,0.0,0.0,484.0
GAI,Montgomery Co Airpark,Gaithersburg,MD,USA,0.0,0.0,0.0
GAL,Edward G. Pitka Sr.,Galena,AK,USA,64.73617806,-156.9374164,244.0
GAM,Gambell,Gambell,AK,USA,63.76676556,-171.7328236,367.0
GAS,Gallia - Meigs Regional,Gallipolis,OH,USA,0.0,0.0,466.0
GBD,Great Bend Municipal,Great Bend,KS,USA,0.0,0.0,370.0
GBG,Galesburg Municipal,Galesburg,IL,USA,0.0,0.0,214.0
GBH,Galbraith Lake,Galbraith Lake,AK,USA,68.47906306,-149.4900214,334.0
GBR,Great Barrington,Great Barrington,MA,USA,42.18421417,-73.40324056,193.0
GCC,Gillette-Campbell County,Gillette,WY,USA,44.34889806,-105.5393614,0.0
GCK,Garden City Regional,Garden City,KS,USA,0.0,0.0,419.0
GCM,Claremore Regional,Claremore,OK,USA,36.29441667,-95.47966667,174.0
GCN,Grand Canyon National Park,Grand Canyon,AZ,USA,35.95235389,-112.1469647,0.0
GCT,Guthrie County Regional,Guthrie Center,IA,USA,41.68776417,-94.43524611,120.0
GCY,Greeneville Municipal,Greeneville,TN,USA,0.0,0.0,429.0
GDM,Gardner Municipal,Gardner,MA,USA,42.54986639,-72.01602194,44.0
GDV,Dawson Community,Glendive,MT,USA,47.13871861,-104.8071994,0.0
GDW,Gladwin,Gladwin,MI,USA,0.0,0.0,321.0
GDY,Grundy Municipal,Grundy,VA,USA,37.23240111,-82.12499083,0.0
